      step              pe              ke             nhc           total               T               P
      4481   -0.240161E+03    0.107510E+02   -0.342937E+01   -0.232840E+03    0.111989E+00    0.354255E-01
      4482   -0.240273E+03    0.107664E+02   -0.339451E+01   -0.232901E+03    0.112150E+00    0.239111E-01
      4483   -0.240385E+03    0.107824E+02   -0.335957E+01   -0.232963E+03    0.112316E+00   -0.141428E-02
      4484   -0.240499E+03    0.107989E+02   -0.332456E+01   -0.233024E+03    0.112489E+00    0.168039E-01
      4485   -0.240613E+03    0.108159E+02   -0.328946E+01   -0.233086E+03    0.112666E+00    0.533756E-02
      4486   -0.240727E+03    0.108333E+02   -0.325428E+01   -0.233148E+03    0.112847E+00   -0.610388E-02
      4487   -0.240842E+03    0.108510E+02   -0.321901E+01   -0.233210E+03    0.113031E+00   -0.175099E-01
      4488   -0.240957E+03    0.108689E+02   -0.318366E+01   -0.233272E+03    0.113218E+00   -0.288699E-01
      4489   -0.241073E+03    0.108869E+02   -0.314822E+01   -0.233335E+03    0.113405E+00   -0.401731E-01
      4490   -0.241189E+03    0.109049E+02   -0.311269E+01   -0.233397E+03    0.113593E+00   -0.514087E-01
      4491   -0.241305E+03    0.109229E+02   -0.307706E+01   -0.233460E+03    0.113780E+00   -0.625661E-01
      4492   -0.241422E+03    0.109407E+02   -0.304135E+01   -0.233522E+03    0.113966E+00   -0.736343E-01
      4493   -0.241538E+03    0.109583E+02   -0.300554E+01   -0.233585E+03    0.114149E+00   -0.846026E-01
      4494   -0.241654E+03    0.109756E+02   -0.296964E+01   -0.233648E+03    0.114329E+00   -0.954601E-01
      4495   -0.241770E+03    0.109925E+02   -0.293365E+01   -0.233711E+03    0.114505E+00   -0.106196E+00
      4496   -0.241886E+03    0.110089E+02   -0.289757E+01   -0.233775E+03    0.114676E+00   -0.107380E+00
      4497   -0.242001E+03    0.110248E+02   -0.286140E+01   -0.233838E+03    0.114842E+00   -0.118645E+00
      4498   -0.242116E+03    0.110401E+02   -0.282513E+01   -0.233901E+03    0.115001E+00   -0.129756E+00
      4499   -0.242231E+03    0.110546E+02   -0.278878E+01   -0.233965E+03    0.115152E+00   -0.140702E+00
      4500   -0.242345E+03    0.110684E+02   -0.275234E+01   -0.234029E+03    0.115296E+00   -0.151472E+00
      4501   -0.242458E+03    0.110814E+02   -0.271581E+01   -0.234093E+03    0.115431E+00   -0.162056E+00
      4502   -0.242571E+03    0.110935E+02   -0.267920E+01   -0.234156E+03    0.115557E+00   -0.172443E+00
      4503   -0.242683E+03    0.111046E+02   -0.264251E+01   -0.234221E+03    0.115672E+00   -0.184419E+00
      4504   -0.242794E+03    0.111146E+02   -0.260574E+01   -0.234285E+03    0.115777E+00   -0.196408E+00
      4505   -0.242904E+03    0.111236E+02   -0.256890E+01   -0.234349E+03    0.115871E+00   -0.207614E+00
      4506   -0.243013E+03    0.111315E+02   -0.253198E+01   -0.234413E+03    0.115953E+00   -0.218573E+00
      4507   -0.243121E+03    0.111381E+02   -0.249499E+01   -0.234478E+03    0.116022E+00   -0.220328E+00
      4508   -0.243228E+03    0.111436E+02   -0.245794E+01   -0.234543E+03    0.116079E+00   -0.230904E+00
      4509   -0.243334E+03    0.111477E+02   -0.242083E+01   -0.234607E+03    0.116122E+00   -0.241207E+00
      4510   -0.243439E+03    0.111506E+02   -0.238365E+01   -0.234672E+03    0.116152E+00   -0.254637E+00
      4511   -0.243543E+03    0.111520E+02   -0.234643E+01   -0.234737E+03    0.116167E+00   -0.264764E+00
      4512   -0.243646E+03    0.111521E+02   -0.230915E+01   -0.234803E+03    0.116168E+00   -0.274587E+00
      4513   -0.243747E+03    0.111508E+02   -0.227183E+01   -0.234868E+03    0.116154E+00   -0.284098E+00
      4514   -0.243847E+03    0.111480E+02   -0.223447E+01   -0.234933E+03    0.116125E+00   -0.293288E+00
      4515   -0.243945E+03    0.111438E+02   -0.219708E+01   -0.234999E+03    0.116081E+00   -0.287523E+00
      4516   -0.244043E+03    0.111381E+02   -0.215965E+01   -0.235064E+03    0.116022E+00   -0.324761E+00
      4517   -0.244139E+03    0.111309E+02   -0.212220E+01   -0.235130E+03    0.115947E+00   -0.333613E+00
      4518   -0.244233E+03    0.111222E+02   -0.208474E+01   -0.235196E+03    0.115856E+00   -0.342094E+00
      4519   -0.244327E+03    0.111120E+02   -0.204726E+01   -0.235262E+03    0.115750E+00   -0.350200E+00
      4520   -0.244418E+03    0.111003E+02   -0.200977E+01   -0.235328E+03    0.115628E+00   -0.364516E+00
      4521   -0.244509E+03    0.110870E+02   -0.197227E+01   -0.235394E+03    0.115490E+00   -0.371184E+00
      4522   -0.244598E+03    0.110723E+02   -0.193479E+01   -0.235460E+03    0.115337E+00   -0.378652E+00
      4523   -0.244686E+03    0.110561E+02   -0.189731E+01   -0.235527E+03    0.115168E+00   -0.385709E+00
      4524   -0.244772E+03    0.110385E+02   -0.185984E+01   -0.235594E+03    0.114984E+00   -0.392351E+00
      4525   -0.244857E+03    0.110193E+02   -0.182240E+01   -0.235660E+03    0.114785E+00   -0.398573E+00
      4526   -0.244941E+03    0.109988E+02   -0.178498E+01   -0.235727E+03    0.114571E+00   -0.404374E+00
      4527   -0.245023E+03    0.109769E+02   -0.174760E+01   -0.235794E+03    0.114342E+00   -0.403039E+00
      4528   -0.245104E+03    0.109536E+02   -0.171026E+01   -0.235861E+03    0.114100E+00   -0.407336E+00
      4529   -0.245184E+03    0.109290E+02   -0.167296E+01   -0.235928E+03    0.113843E+00   -0.411208E+00
      4530   -0.245263E+03    0.109030E+02   -0.163571E+01   -0.235996E+03    0.113573E+00   -0.405411E+00
      4531   -0.245340E+03    0.108759E+02   -0.159851E+01   -0.236063E+03    0.113290E+00   -0.408667E+00
      4532   -0.245417E+03    0.108475E+02   -0.156138E+01   -0.236131E+03    0.112995E+00   -0.411502E+00
      4533   -0.245492E+03    0.108180E+02   -0.152432E+01   -0.236198E+03    0.112687E+00   -0.413916E+00
      4534   -0.245566E+03    0.107874E+02   -0.148732E+01   -0.236266E+03    0.112368E+00   -0.415911E+00
      4535   -0.245639E+03    0.107557E+02   -0.145041E+01   -0.236334E+03    0.112039E+00   -0.417489E+00
      4536   -0.245711E+03    0.107231E+02   -0.141358E+01   -0.236402E+03    0.111699E+00   -0.418650E+00
      4537   -0.245783E+03    0.106895E+02   -0.137684E+01   -0.236470E+03    0.111349E+00   -0.419397E+00
      4538   -0.245853E+03    0.106551E+02   -0.134019E+01   -0.236538E+03    0.110991E+00   -0.438246E+00
      4539   -0.245923E+03    0.106199E+02   -0.130363E+01   -0.236607E+03    0.110624E+00   -0.437891E+00
      4540   -0.245992E+03    0.105840E+02   -0.126718E+01   -0.236675E+03    0.110250E+00   -0.437118E+00
      4541   -0.246060E+03    0.105474E+02   -0.123084E+01   -0.236744E+03    0.109869E+00   -0.435930E+00
      4542   -0.246128E+03    0.105102E+02   -0.119460E+01   -0.236813E+03    0.109482E+00   -0.434333E+00
      4543   -0.246195E+03    0.104726E+02   -0.115848E+01   -0.236881E+03    0.109089E+00   -0.432330E+00
      4544   -0.246262E+03    0.104345E+02   -0.112248E+01   -0.236950E+03    0.108693E+00   -0.429928E+00
      4545   -0.246329E+03    0.103961E+02   -0.108659E+01   -0.237019E+03    0.108293E+00   -0.427130E+00
      4546   -0.246395E+03    0.103574E+02   -0.105083E+01   -0.237088E+03    0.107890E+00   -0.423944E+00
      4547   -0.246461E+03    0.103186E+02   -0.101520E+01   -0.237158E+03    0.107485E+00   -0.420375E+00
      4548   -0.246527E+03    0.102796E+02   -0.979689E+00   -0.237227E+03    0.107079E+00   -0.416430E+00
      4549   -0.246593E+03    0.102407E+02   -0.944313E+00   -0.237296E+03    0.106673E+00   -0.412114E+00
      4550   -0.246659E+03    0.102018E+02   -0.909069E+00   -0.237366E+03    0.106268E+00   -0.407434E+00
      4551   -0.246725E+03    0.101630E+02   -0.873958E+00   -0.237436E+03    0.105865E+00   -0.402398E+00
      4552   -0.246791E+03    0.101245E+02   -0.838983E+00   -0.237505E+03    0.105463E+00   -0.397013E+00
      4553   -0.246857E+03    0.100863E+02   -0.804143E+00   -0.237575E+03    0.105065E+00   -0.391285E+00
      4554   -0.246924E+03    0.100485E+02   -0.769440E+00   -0.237645E+03    0.104672E+00   -0.385223E+00
      4555   -0.246991E+03    0.100111E+02   -0.734872E+00   -0.237715E+03    0.104283E+00   -0.378834E+00
      4556   -0.247059E+03    0.997438E+01   -0.700442E+00   -0.237785E+03    0.103900E+00   -0.372126E+00
      4557   -0.247127E+03    0.993825E+01   -0.666147E+00   -0.237855E+03    0.103523E+00   -0.365107E+00
      4558   -0.247196E+03    0.990285E+01   -0.631987E+00   -0.237925E+03    0.103155E+00   -0.357785E+00
      4559   -0.247265E+03    0.986824E+01   -0.597962E+00   -0.237995E+03    0.102794E+00   -0.350168E+00
      4560   -0.247335E+03    0.983450E+01   -0.564069E+00   -0.238065E+03    0.102443E+00   -0.342264E+00
      4561   -0.247407E+03    0.980170E+01   -0.530307E+00   -0.238135E+03    0.102101E+00   -0.324112E+00
      4562   -0.247479E+03    0.976991E+01   -0.496675E+00   -0.238205E+03    0.101770E+00   -0.324899E+00
      4563   -0.247552E+03    0.973920E+01   -0.463170E+00   -0.238276E+03    0.101450E+00   -0.316306E+00
      4564   -0.247626E+03    0.970964E+01   -0.429789E+00   -0.238346E+03    0.101142E+00   -0.307457E+00
      4565   -0.247701E+03    0.968129E+01   -0.396530E+00   -0.238416E+03    0.100847E+00   -0.298361E+00
      4566   -0.247778E+03    0.965420E+01   -0.363390E+00   -0.238487E+03    0.100565E+00   -0.289026E+00
      4567   -0.247855E+03    0.962843E+01   -0.330365E+00   -0.238557E+03    0.100296E+00   -0.279459E+00
      4568   -0.247934E+03    0.960404E+01   -0.297453E+00   -0.238628E+03    0.100042E+00   -0.269670E+00
      4569   -0.248014E+03    0.958107E+01   -0.264648E+00   -0.238698E+03    0.998028E-01   -0.259667E+00
      4570   -0.248096E+03    0.955957E+01   -0.231947E+00   -0.238768E+03    0.995788E-01   -0.249457E+00
      4571   -0.248179E+03    0.953957E+01   -0.199346E+00   -0.238839E+03    0.993706E-01   -0.239050E+00
      4572   -0.248263E+03    0.952112E+01   -0.166840E+00   -0.238909E+03    0.991784E-01   -0.213041E+00
      4573   -0.248349E+03    0.950425E+01   -0.134426E+00   -0.238979E+03    0.990026E-01   -0.201931E+00
      4574   -0.248436E+03    0.948898E+01   -0.102097E+00   -0.239050E+03    0.988436E-01   -0.190653E+00
      4575   -0.248525E+03    0.947534E+01   -0.698501E-01   -0.239120E+03    0.987015E-01   -0.179215E+00
      4576   -0.248616E+03    0.946335E+01   -0.376791E-01   -0.239190E+03    0.985765E-01   -0.161755E+00
      4577   -0.248708E+03    0.945301E+01   -0.557919E-02   -0.239260E+03    0.984689E-01   -0.150484E+00
      4578   -0.248801E+03    0.944435E+01    0.264549E-01   -0.239330E+03    0.983787E-01   -0.139082E+00
      4579   -0.248896E+03    0.943737E+01    0.584284E-01   -0.239400E+03    0.983059E-01   -0.127556E+00
      4580   -0.248993E+03    0.943206E+01    0.903468E-01   -0.239470E+03    0.982506E-01   -0.115914E+00
      4581   -0.249091E+03    0.942841E+01    0.122216E+00   -0.239540E+03    0.982126E-01   -0.988076E-01
      4582   -0.249190E+03    0.942643E+01    0.154040E+00   -0.239610E+03    0.981920E-01   -0.870704E-01
      4583   -0.249292E+03    0.942610E+01    0.185826E+00   -0.239680E+03    0.981885E-01   -0.822933E-01
      4584   -0.249394E+03    0.942738E+01    0.217579E+00   -0.239749E+03    0.982019E-01   -0.706687E-01
      4585   -0.249498E+03    0.943027E+01    0.249304E+00   -0.239819E+03    0.982320E-01   -0.503331E-01
      4586   -0.249604E+03    0.943473E+01    0.281006E+00   -0.239888E+03    0.982784E-01   -0.388674E-01
      4587   -0.249711E+03    0.944073E+01    0.312692E+00   -0.239958E+03    0.983409E-01   -0.273388E-01
      4588   -0.249819E+03    0.944822E+01    0.344366E+00   -0.240027E+03    0.984189E-01   -0.157539E-01
      4589   -0.249929E+03    0.945716E+01    0.376034E+00   -0.240096E+03    0.985121E-01   -0.411887E-02
      4590   -0.250040E+03    0.946751E+01    0.407701E+00   -0.240165E+03    0.986199E-01    0.408992E-02
      4591   -0.250152E+03    0.947921E+01    0.439372E+00   -0.240234E+03    0.987418E-01    0.156625E-01
      4592   -0.250266E+03    0.949221E+01    0.471052E+00   -0.240303E+03    0.988772E-01    0.272734E-01
      4593   -0.250380E+03    0.950644E+01    0.502745E+00   -0.240371E+03    0.990254E-01    0.389165E-01
      4594   -0.250496E+03    0.952184E+01    0.534456E+00   -0.240440E+03    0.991858E-01    0.505859E-01
      4595   -0.250613E+03    0.953834E+01    0.566190E+00   -0.240508E+03    0.993577E-01    0.622756E-01
      4596   -0.250730E+03    0.955586E+01    0.597950E+00   -0.240576E+03    0.995402E-01    0.739797E-01
      4597   -0.250848E+03    0.957434E+01    0.629741E+00   -0.240644E+03    0.997327E-01    0.856925E-01
      4598   -0.250967E+03    0.959368E+01    0.661567E+00   -0.240712E+03    0.999342E-01    0.107853E+00
      4599   -0.251087E+03    0.961381E+01    0.693431E+00   -0.240780E+03    0.100144E+00    0.118834E+00
      4600   -0.251207E+03    0.963465E+01    0.725336E+00   -0.240847E+03    0.100361E+00    0.129807E+00
      4601   -0.251328E+03    0.965609E+01    0.757286E+00   -0.240915E+03    0.100584E+00    0.140764E+00
      4602   -0.251449E+03    0.967806E+01    0.789283E+00   -0.240982E+03    0.100813E+00    0.151702E+00
      4603   -0.251571E+03    0.970046E+01    0.821329E+00   -0.241049E+03    0.101047E+00    0.162615E+00
      4604   -0.251692E+03    0.972320E+01    0.853428E+00   -0.241116E+03    0.101283E+00    0.173498E+00
      4605   -0.251814E+03    0.974617E+01    0.885581E+00   -0.241183E+03    0.101523E+00    0.184347E+00
      4606   -0.251936E+03    0.976929E+01    0.917789E+00   -0.241249E+03    0.101763E+00    0.195156E+00
      4607   -0.252058E+03    0.979244E+01    0.950055E+00   -0.241315E+03    0.102005E+00    0.205920E+00
      4608   -0.252180E+03    0.981554E+01    0.982378E+00   -0.241382E+03    0.102245E+00    0.216634E+00
      4609   -0.252301E+03    0.983848E+01    0.101476E+01   -0.241448E+03    0.102484E+00    0.227294E+00
      4610   -0.252422E+03    0.986116E+01    0.104720E+01   -0.241513E+03    0.102720E+00    0.237894E+00
      4611   -0.252542E+03    0.988348E+01    0.107970E+01   -0.241579E+03    0.102953E+00    0.248430E+00
      4612   -0.252662E+03    0.990534E+01    0.111226E+01   -0.241645E+03    0.103181E+00    0.258897E+00
      4613   -0.252781E+03    0.992664E+01    0.114488E+01   -0.241710E+03    0.103402E+00    0.284639E+00
      4614   -0.252900E+03    0.994728E+01    0.117755E+01   -0.241775E+03    0.103617E+00    0.294532E+00
      4615   -0.253017E+03    0.996716E+01    0.121028E+01   -0.241840E+03    0.103825E+00    0.304330E+00
      4616   -0.253134E+03    0.998618E+01    0.124306E+01   -0.241905E+03    0.104023E+00    0.314028E+00
      4617   -0.253249E+03    0.100043E+02    0.127590E+01   -0.241969E+03    0.104211E+00    0.323623E+00
      4618   -0.253364E+03    0.100213E+02    0.130879E+01   -0.242034E+03    0.104388E+00    0.333109E+00
      4619   -0.253477E+03    0.100372E+02    0.134172E+01   -0.242098E+03    0.104554E+00    0.342483E+00
      4620   -0.253588E+03    0.100519E+02    0.137469E+01   -0.242162E+03    0.104707E+00    0.351738E+00
      4621   -0.253699E+03    0.100652E+02    0.140771E+01   -0.242226E+03    0.104846E+00    0.360870E+00
      4622   -0.253807E+03    0.100772E+02    0.144077E+01   -0.242289E+03    0.104971E+00    0.369876E+00
      4623   -0.253914E+03    0.100877E+02    0.147385E+01   -0.242353E+03    0.105080E+00    0.378749E+00
      4624   -0.254020E+03    0.100966E+02    0.150697E+01   -0.242416E+03    0.105173E+00    0.387486E+00
      4625   -0.254123E+03    0.101039E+02    0.154011E+01   -0.242479E+03    0.105249E+00    0.404481E+00
      4626   -0.254225E+03    0.101095E+02    0.157327E+01   -0.242542E+03    0.105308E+00    0.413542E+00
      4627   -0.254325E+03    0.101134E+02    0.160644E+01   -0.242605E+03    0.105348E+00    0.422442E+00
      4628   -0.254423E+03    0.101154E+02    0.163962E+01   -0.242668E+03    0.105369E+00    0.431177E+00
      4629   -0.254519E+03    0.101155E+02    0.167280E+01   -0.242731E+03    0.105370E+00    0.439742E+00
      4630   -0.254613E+03    0.101137E+02    0.170598E+01   -0.242793E+03    0.105352E+00    0.448132E+00
      4631   -0.254704E+03    0.101100E+02    0.173915E+01   -0.242855E+03    0.105312E+00    0.472686E+00
      4632   -0.254794E+03    0.101041E+02    0.177230E+01   -0.242917E+03    0.105251E+00    0.480362E+00
      4633   -0.254881E+03    0.100962E+02    0.180543E+01   -0.242979E+03    0.105169E+00    0.487846E+00
      4634   -0.254966E+03    0.100862E+02    0.183853E+01   -0.243041E+03    0.105065E+00    0.495131E+00
      4635   -0.255049E+03    0.100741E+02    0.187159E+01   -0.243103E+03    0.104938E+00    0.502213E+00
      4636   -0.255129E+03    0.100597E+02    0.190460E+01   -0.243164E+03    0.104789E+00    0.509088E+00
      4637   -0.255207E+03    0.100432E+02    0.193756E+01   -0.243226E+03    0.104617E+00    0.515752E+00
      4638   -0.255282E+03    0.100245E+02    0.197046E+01   -0.243287E+03    0.104422E+00    0.522198E+00
      4639   -0.255355E+03    0.100035E+02    0.200330E+01   -0.243349E+03    0.104203E+00    0.528424E+00
      4640   -0.255426E+03    0.998035E+01    0.203605E+01   -0.243410E+03    0.103962E+00    0.534425E+00
      4641   -0.255494E+03    0.995494E+01    0.206872E+01   -0.243471E+03    0.103697E+00    0.540196E+00
      4642   -0.255560E+03    0.992730E+01    0.210130E+01   -0.243532E+03    0.103409E+00    0.545734E+00
      4643   -0.255624E+03    0.989743E+01    0.213378E+01   -0.243592E+03    0.103098E+00    0.551034E+00
      4644   -0.255685E+03    0.986536E+01    0.216615E+01   -0.243653E+03    0.102764E+00    0.556092E+00
      4645   -0.255743E+03    0.983109E+01    0.219840E+01   -0.243714E+03    0.102407E+00    0.560906E+00
      4646   -0.255799E+03    0.979465E+01    0.223052E+01   -0.243774E+03    0.102028E+00    0.550568E+00
      4647   -0.255853E+03    0.975607E+01    0.226251E+01   -0.243835E+03    0.101626E+00    0.554888E+00
      4648   -0.255905E+03    0.971537E+01    0.229436E+01   -0.243895E+03    0.101202E+00    0.558957E+00
      4649   -0.255954E+03    0.967259E+01    0.232605E+01   -0.243956E+03    0.100756E+00    0.562773E+00
      4650   -0.256001E+03    0.962777E+01    0.235759E+01   -0.244016E+03    0.100289E+00    0.566333E+00
